,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
572,2,63,1,7,5
9558,4,53,0,8,3
4688,7,97,0,9,5
9074,9,78,1,6,0
3062,4,62,0,7,1
9293,4,77,0,7,1
6470,7,60,0,4,0
7160,4,85,1,7,1
6633,6,68,1,8,7
8491,7,83,0,9,7
7925,4,74,0,9,0
7345,7,57,1,4,3
6304,1,90,0,4,6
7900,7,43,0,9,0
9439,4,90,0,7,3
8185,5,54,1,5,1
4479,9,64,0,7,5
4948,5,48,1,8,6
5976,7,47,0,8,8
370,6,98,0,5,1
1938,7,50,1,7,2
2352,3,54,0,8,4
7127,5,42,1,6,3
1753,9,84,1,5,3
3670,7,57,1,8,6
7298,8,70,0,4,0
3652,9,56,0,4,9
5201,7,65,0,4,1
7909,2,52,1,9,8
2361,8,90,0,7,5
4260,5,86,1,7,9
5432,7,85,0,6,7
6285,3,61,1,6,3
4991,8,68,0,8,8
7600,9,53,0,5,1
9462,5,91,1,9,5
3737,1,83,0,7,0
7520,8,56,0,7,6
8559,6,83,0,4,4
8926,4,65,0,5,8
9990,9,43,0,7,4
5591,3,43,1,6,6
1171,3,57,1,7,4
7370,6,98,1,6,0
7937,9,45,1,7,4
8086,6,63,1,9,6
1422,2,96,1,7,8
6782,6,84,0,6,6
9443,5,92,1,7,8
8139,7,43,1,4,3
9350,5,68,0,9,6
8018,2,88,1,6,6
6339,2,51,0,7,7
9647,1,84,1,5,0
874,8,95,1,6,3
2297,7,89,1,4,5
2643,7,96,1,6,1
7531,4,98,1,8,4
1719,2,55,0,4,0
5347,2,56,0,5,8
5932,4,81,0,7,0
840,2,51,0,6,9
9937,8,59,1,4,7
581,3,60,1,8,4
204,7,49,1,7,3
1641,8,75,1,5,2
2014,5,63,1,8,0
3253,2,98,0,9,6
7540,8,86,0,4,0
905,8,93,0,9,0
631,3,56,1,7,6
8420,8,40,0,7,3
7823,1,74,1,8,0
1974,7,46,1,9,0
162,7,45,1,7,5
4998,4,97,0,4,3
1243,8,84,0,5,8
9450,3,80,0,7,6
7764,1,75,1,8,2
4713,4,80,0,9,0
875,8,61,0,8,9
1431,9,71,1,8,4
8738,9,63,1,7,0
6868,6,44,0,7,4
4643,9,61,0,9,9
5080,2,49,0,6,5
5783,2,78,0,7,4
9138,4,64,0,9,1
7616,1,73,0,8,7
8039,6,80,1,4,7
7955,8,65,0,8,3
9437,7,82,1,4,3
2856,7,78,1,6,8
1861,6,53,0,9,2
2659,7,64,1,9,1
3384,1,75,0,6,0
9564,6,69,0,9,5
9776,1,56,0,8,1
8090,7,75,1,5,1
8347,5,97,0,8,0
7462,5,49,1,4,5
6886,9,46,0,7,3
4733,4,42,0,4,3
3331,3,99,1,7,3
9006,4,87,1,9,5
8635,8,75,0,7,6
6404,3,90,0,5,9
8346,3,47,1,4,5
9464,6,71,1,9,3
7060,3,54,1,7,6
2096,9,56,1,5,9
2003,7,74,1,5,2
8804,7,51,1,6,8
9732,3,60,1,8,1
4676,8,63,1,4,8
5017,9,61,1,5,6
7469,8,49,1,9,6
546,8,74,1,8,1
1449,2,90,0,8,1
3986,7,98,0,6,1
6900,9,75,1,4,1
2610,8,57,1,8,5
1900,3,64,0,5,3
3920,6,50,1,6,1
2757,5,60,1,4,0
6124,2,97,1,7,9
6397,9,91,0,4,9
1885,4,80,1,8,9
9823,6,90,1,9,7
5738,1,45,0,6,0
8667,1,69,1,8,6
5890,2,65,0,6,1
2097,2,83,1,4,3
9289,4,54,1,7,0
5692,5,55,1,7,0
499,6,95,0,8,7
5624,3,97,0,7,1
836,9,51,1,6,9
3471,4,46,1,4,5
4697,4,98,1,4,3
6280,2,86,0,5,9
8883,7,68,1,4,9
2171,3,72,0,6,5
9231,4,99,0,6,6
5678,9,78,1,6,0
9184,3,97,1,9,0
398,2,97,0,7,6
2010,3,99,1,7,8
5166,4,80,0,5,5
5871,5,42,1,5,1
9792,8,43,1,7,0
1283,9,63,0,8,2
8390,6,78,1,7,3
2448,6,41,0,8,8
4256,6,47,1,8,4
1836,4,51,0,5,7
9596,1,44,0,8,7
1019,7,61,1,6,8
5066,5,89,0,8,0
1326,4,62,0,8,4
8752,7,80,0,8,4
475,3,80,1,7,4
2810,9,43,1,6,6
8632,5,75,0,8,5
1651,9,43,0,6,5
9611,5,42,1,5,5
1169,7,42,0,7,9
2528,3,80,0,5,9
1206,4,40,0,9,3
6256,4,61,0,9,0
7926,9,43,1,8,6
5469,3,57,0,8,1
9383,9,88,1,6,2
431,3,76,1,5,9
7700,7,61,1,4,7
867,5,60,0,8,0
2974,9,98,1,4,8
5236,9,95,1,5,9
5093,2,94,1,6,8
5433,5,83,0,4,3
541,6,79,0,7,2
5195,2,97,1,5,9
1132,9,97,0,9,7
9837,6,90,1,4,7
4501,5,54,0,8,6
6354,5,80,0,5,3
9333,3,55,1,4,7
3390,4,53,0,5,0
3888,1,97,1,4,1
2962,6,59,0,9,0
4155,2,61,1,7,6
3259,4,49,1,4,0
6302,6,62,1,4,8
6034,7,98,0,8,5
7918,3,97,1,4,2
9936,7,58,0,5,5
2583,3,94,0,5,6
2813,5,75,0,4,1
3959,6,43,0,8,6
2947,9,88,1,7,6
6643,6,46,1,7,3
5174,9,53,0,9,7
6841,2,88,1,8,5
8298,1,55,0,6,2
3586,2,43,1,7,8
9228,9,63,0,4,5
7988,6,44,1,5,1
2563,1,64,0,5,9
2630,1,88,0,6,8
3190,7,67,0,8,0
7778,1,60,0,5,2
7645,8,58,1,5,3
5036,3,48,0,7,1
1080,5,87,1,4,3
4283,6,63,0,7,4
9711,3,67,1,5,6
7085,1,81,0,5,2
2085,2,65,0,7,2
6345,6,69,0,4,5
2452,1,89,0,4,7
4966,7,43,1,8,6
2023,1,75,1,8,0
8071,4,51,1,8,9
8987,2,91,1,8,8
8718,2,97,1,8,6
7321,5,80,1,7,1
226,4,49,0,5,0
1013,8,84,0,7,7
6679,5,59,1,6,2
1929,5,65,0,4,4
1043,2,48,1,5,6
5251,8,72,1,7,8
1404,7,65,1,5,0
2179,5,54,0,5,9
697,8,70,0,8,3
1124,5,83,0,6,7
7378,5,70,0,6,3
3895,3,66,0,7,8
8217,1,85,1,8,5
5110,4,95,0,9,8
1778,1,96,0,8,7
7786,3,89,1,5,4
2634,8,88,1,5,8
7187,7,92,0,9,9
7544,6,77,1,8,9
7604,5,84,1,5,9
3489,9,69,1,8,4
8259,3,79,0,6,1
1037,7,97,0,9,9
6093,2,52,0,4,4
2256,7,86,0,9,8
8188,1,61,1,9,3
2613,9,60,1,9,3
313,4,98,1,4,1
2649,3,99,0,9,9
2281,9,70,1,8,2
6741,7,94,0,7,0
2979,1,96,0,6,9
2547,8,81,1,9,3
5512,8,57,1,4,7
5132,5,68,0,5,9
2159,6,53,1,9,2
7080,6,90,1,4,7
3137,9,92,0,9,6
9079,4,80,0,9,0
5850,2,42,1,6,8
9865,3,96,0,8,7
6445,7,58,1,9,2
3967,4,83,1,7,7
1428,2,65,1,4,0
8422,7,45,0,4,4
2520,3,84,1,7,6
7837,1,41,0,4,3
4969,4,81,0,8,1
1855,8,47,1,6,2
8884,6,97,1,8,6
5602,2,52,0,6,1
9344,4,68,0,7,3
9868,7,43,0,9,6
448,1,47,0,9,2
7703,6,57,0,9,3
1284,2,92,1,6,8
5995,8,46,1,6,3
7899,7,93,0,6,8
3727,1,80,0,4,0
7353,7,48,1,6,1
361,5,78,1,8,2
6279,6,57,1,4,8
5230,8,69,1,4,5
8942,1,87,1,9,9
7295,4,84,1,6,4
8891,3,88,0,4,1
7534,1,83,0,7,2
6251,9,84,0,8,7
5926,5,89,1,8,6
5149,3,98,0,6,5
2460,9,47,1,7,1
22,9,74,1,7,6
2066,1,99,0,9,9
1653,2,49,0,7,4
702,2,95,0,4,1
8490,3,92,0,5,0
2743,3,51,1,7,8
1376,4,41,0,7,4
1724,8,91,0,9,8
2468,2,83,0,7,6
3754,9,57,1,5,4
2325,1,68,0,4,3
460,3,76,0,7,0
5163,3,53,1,6,8
4183,3,88,0,9,0
5526,5,52,0,4,9
4082,6,51,1,7,0
1486,7,45,0,8,4
3678,3,60,0,6,8
282,3,71,1,9,8
6579,2,46,0,7,1
4558,2,92,1,6,1
4308,6,57,1,6,7
6684,1,94,1,9,9
4865,1,77,0,7,5
3537,4,45,0,9,1
3868,2,85,1,8,4
7003,2,84,0,5,6
2581,8,92,0,7,2
1368,4,65,0,4,4
9469,8,90,1,6,8
8197,1,97,1,5,8
597,1,76,1,4,2
4351,9,86,1,9,0
6346,5,54,1,6,2
8976,5,54,1,8,8
6379,6,47,1,8,4
4758,3,67,1,7,4
646,4,53,0,6,9
6381,2,60,0,6,5
7527,5,98,0,6,1
9697,8,56,0,5,4
6023,2,92,0,6,6
7954,3,86,1,9,0
7165,1,85,0,9,6
3468,7,88,1,6,0
7797,3,46,0,7,4
7697,3,59,1,6,7
2990,3,92,1,8,3
9407,2,73,0,7,0
4875,2,75,0,4,6
2544,9,66,0,6,0
8595,2,41,1,4,6
5341,7,90,1,6,1
1567,8,48,1,4,0
9994,6,46,1,8,0
4066,7,84,0,4,3
3988,7,91,0,6,6
7031,6,76,0,6,4
2160,6,43,1,6,8
685,1,93,1,8,0
7602,8,67,0,9,9
7784,8,97,1,5,1
3243,5,97,0,7,5
5844,5,66,0,5,6
9219,8,88,1,5,9
2461,7,66,0,9,5
4083,8,53,0,5,1
2837,3,78,0,8,2
3697,1,74,1,8,4
7128,6,92,0,7,9
6267,6,92,1,4,0
4941,9,78,1,7,7
5946,3,49,0,7,4
4583,2,43,0,5,1
5784,5,42,0,6,2
4040,5,71,0,9,6
2230,7,84,0,6,9
7569,9,54,0,7,9
935,2,98,0,8,0
2320,9,56,1,7,8
4878,1,76,0,9,7
521,5,61,0,8,1
522,6,58,1,8,7
5345,1,55,1,4,0
9876,9,78,0,7,1
3359,6,87,1,6,4
1311,8,53,1,6,3
3983,8,83,1,6,4
6494,7,45,1,7,0
9560,3,46,1,7,8
1716,5,80,0,9,3
780,6,82,0,6,7
8798,2,90,0,9,0
8231,6,40,1,8,0
5607,2,90,1,4,9
5978,4,90,1,8,9
651,5,75,1,6,7
3747,1,99,1,9,5
2196,5,99,0,9,0
8418,7,44,0,7,1
369,5,87,1,9,2
9884,5,59,1,8,9
8005,4,45,0,8,5
4214,3,54,0,7,4
377,7,43,0,5,2
9446,6,72,1,4,2
2216,1,96,0,8,2
8682,6,67,0,8,0
1613,9,89,1,9,9
6979,6,53,1,4,4
7549,5,90,0,9,9
1827,6,65,1,5,1
3632,9,70,0,8,4
962,1,87,1,8,2
2993,4,94,1,4,7
6606,1,80,0,9,0
9672,1,58,0,4,0
2376,6,70,1,7,7
8880,4,95,1,5,6
359,9,69,0,9,7
3839,5,57,1,9,4
8184,1,63,1,8,3
1246,5,79,1,4,4
7504,2,93,1,5,6
8349,3,80,1,9,1
6511,8,88,1,4,5
5087,6,55,0,4,6
3694,6,55,0,8,6
1573,1,50,1,6,8
6281,4,41,0,8,1
5439,2,52,1,4,5
2567,4,62,0,9,6
3423,6,56,0,7,8
2037,5,83,0,7,6
9243,1,79,0,9,6
772,6,68,0,5,7
5380,6,96,0,6,6
9568,4,44,1,8,7
3562,9,76,1,5,2
562,9,64,0,6,1
6683,5,69,0,9,2
2546,4,88,1,5,0
5510,9,91,1,8,8
5330,1,86,0,4,9
9667,2,91,1,4,1
4531,3,67,0,5,6
1674,1,51,0,8,9
7395,9,63,1,4,9
365,6,77,0,6,4
8016,9,56,1,9,8
9376,2,92,0,9,9
4327,1,62,0,9,9
9983,8,87,1,4,9
147,1,62,0,4,4
1668,6,71,0,7,9
3088,6,74,1,8,3
8844,7,49,1,6,5
7650,3,52,1,5,7
407,8,79,0,6,5
9584,1,42,0,7,1
7788,6,70,1,7,3
3456,5,85,0,4,5
6186,7,97,0,9,9
4182,1,71,0,9,8
3576,1,57,0,5,9
3271,5,63,0,6,5
4940,2,94,0,9,5
1031,1,46,0,6,6
8872,6,76,1,4,6
6230,1,75,0,5,3
6592,3,79,1,4,3
8906,1,47,0,9,2
9811,9,58,1,9,0
6724,8,90,1,4,1
8029,9,69,0,8,2
8052,5,54,1,8,6
855,4,46,1,8,2
3926,7,42,0,8,3
8547,9,42,0,5,4
78,1,40,1,8,8
7088,1,49,1,4,4
2247,5,67,0,4,5
8263,4,84,1,9,2
4026,6,61,1,5,9
9949,9,78,0,8,9
9571,8,90,1,5,8
9295,7,84,0,7,0
714,9,77,1,4,8
7451,7,87,1,7,0
788,5,55,0,7,7
2279,9,85,1,9,6
4095,6,43,1,7,3
3897,4,48,1,4,8
7944,7,87,1,7,8
7177,9,64,0,9,7
9076,7,72,0,4,3
9452,4,64,1,8,1
3631,2,53,0,9,8
8624,8,90,1,5,3
7297,1,62,1,5,0
6272,8,91,0,8,4
424,9,50,1,9,9
392,8,68,0,5,1
3191,7,91,1,8,6
16,8,73,1,8,4
6335,5,66,0,6,4
4200,7,87,0,9,2
2672,4,69,0,9,4
2444,9,47,1,9,6
6697,1,95,0,8,8
6164,8,56,0,4,5
2601,8,80,1,4,5
3493,9,54,1,9,0
6044,4,48,0,7,7
1459,7,46,0,9,6
3804,7,50,0,7,4
9845,4,44,0,4,8
7394,2,79,1,4,5
4839,6,61,1,7,0
8111,8,46,0,9,6
3835,4,85,0,7,9
9313,4,44,1,6,7
5683,4,53,1,5,6
8748,6,40,1,8,1
5827,3,42,0,8,9
9748,8,77,1,4,3
4724,5,59,0,5,9
8759,8,42,1,6,8
5887,4,99,1,6,0
2355,5,97,0,4,2
6036,8,82,0,5,8
4798,7,67,1,7,8
2442,9,68,0,6,0
8645,3,81,1,5,7
4592,4,72,1,8,7
8772,3,68,0,5,7
464,9,65,0,9,8
163,5,72,1,8,1
9261,2,59,1,5,9
9433,8,46,0,9,5
8405,1,73,0,5,6
9777,5,47,0,9,4
9478,1,61,1,4,1
7380,9,54,1,4,7
6636,8,44,0,5,4
241,3,62,1,9,0
2009,8,45,0,4,6
6356,9,43,0,7,7
3084,4,71,1,4,9
6208,2,80,0,9,5
900,8,92,0,6,0
5542,4,42,0,4,9
6007,6,98,0,5,1
7638,6,93,1,9,6
6793,2,76,1,4,1
8869,1,67,1,4,7
7758,2,60,0,4,3
4837,9,57,0,9,6
2293,2,59,1,4,0
6548,3,75,0,7,4
7898,2,72,0,4,2
7977,6,52,1,8,4
4481,7,88,0,8,9
5302,6,58,1,8,8
4605,2,76,1,5,6
3716,1,72,0,5,9
9071,5,90,0,5,1
6140,7,97,1,7,2
1764,9,78,0,9,1
6598,8,51,1,4,0
1549,9,74,1,6,8
3029,3,77,0,4,8
8653,1,86,1,8,0
6298,2,63,1,5,8
6662,9,93,1,9,4
6626,7,59,0,9,1
2044,7,56,0,8,4
767,2,45,0,4,4
5693,2,85,1,9,5
7870,6,62,1,5,0
7795,5,47,0,4,7
1508,6,79,0,6,9
7230,7,69,0,7,1
7857,8,42,1,6,7
3302,2,46,0,9,1
4517,5,98,0,4,0
4219,8,49,0,9,7
9078,1,92,0,8,0
9940,8,95,0,5,2
3292,7,61,0,7,4
819,5,58,1,4,5
1403,4,98,1,7,9
1382,5,98,1,5,8
2148,8,59,0,9,0
6928,8,91,0,4,3
5671,3,51,0,5,4
1638,2,96,0,5,5
5891,1,66,0,8,7
7427,8,47,0,7,1
608,7,99,0,5,4
6907,5,56,1,9,6
399,3,81,1,8,9
7247,6,90,1,5,2
6406,4,40,1,4,2
882,4,63,1,5,9
3565,1,50,0,7,0
4285,7,57,1,7,8
1179,2,59,1,5,1
5448,6,91,1,5,3
4244,3,55,0,7,1
5218,4,82,1,8,9
3976,3,52,1,4,9
2130,6,58,1,9,9
5078,9,85,1,5,0
456,3,63,0,8,8
5582,7,74,1,5,7
5175,7,93,1,6,4
1950,3,45,0,9,9
5372,5,83,1,8,9
689,1,77,0,6,4
8852,7,54,0,6,7
6525,9,56,0,4,1
9821,8,58,1,4,3
6488,9,78,0,9,3
6921,6,99,1,7,4
1953,5,63,0,5,6
7634,9,74,1,8,2
5636,7,92,0,5,8
7154,4,44,0,8,9
8424,5,41,0,5,7
6610,1,86,0,9,9
2710,5,58,0,8,2
8730,6,98,0,7,7
3201,2,53,0,4,7
4349,1,42,0,8,9
4138,7,86,0,6,0
1884,7,40,0,6,0
8639,1,51,0,7,7
4485,7,60,1,7,6
2494,9,41,1,5,7
5947,5,92,1,6,5
3036,5,91,0,6,3
5777,5,69,0,7,6
3603,1,53,0,8,0
845,7,57,1,6,6
542,8,93,1,6,2
3724,5,58,0,8,8
4187,5,90,0,8,0
3679,9,42,1,8,9
8899,7,98,0,8,2
7967,1,90,1,8,5
8485,1,57,0,4,6
6075,8,67,0,4,0
7340,5,91,1,5,5
8225,6,60,1,5,2
7246,4,56,0,6,6
9710,3,48,0,9,8
8290,6,97,1,5,9
7137,1,50,1,9,7
2964,7,76,1,7,7
7559,1,45,0,9,6
2529,4,65,0,9,7
7284,1,62,1,4,2
5772,5,79,1,7,3
1048,8,62,0,9,9
7045,3,87,0,9,5
1960,7,78,0,4,6
2530,8,97,0,5,1
9048,1,81,1,5,6
7603,4,60,0,7,3
6524,9,87,1,8,5
237,2,92,0,7,7
4917,3,63,0,4,6
6479,2,70,0,9,5
1133,7,91,0,9,9
6976,6,43,0,5,5
5901,9,90,0,5,9
9057,9,57,0,8,3
4259,3,58,0,8,1
8840,2,63,0,4,3
6965,2,70,1,9,5
9979,2,46,1,4,6
792,2,65,0,4,1
1985,5,63,1,9,8
5656,9,63,0,7,9
8739,7,68,0,6,9
7935,1,66,1,6,1
6097,6,44,1,4,0
5907,6,42,0,6,0
7373,3,67,0,4,8
8128,9,95,0,5,1
2978,6,93,0,6,4
8861,2,41,1,8,3
9301,9,82,0,8,7
6721,7,82,1,8,8
7842,4,88,0,4,8
5524,1,41,0,6,5
8721,2,94,1,5,0
8431,1,80,1,7,0
9008,8,93,0,4,9
8603,6,57,0,8,4
7174,7,40,1,6,4
3919,7,70,0,7,9
3138,1,77,0,4,4
9416,3,52,1,6,9
9933,5,77,0,5,6
5789,8,42,1,8,0
4073,6,73,1,8,2
3287,2,87,1,4,6
3229,4,93,0,4,4
1826,6,48,0,7,8
5548,5,64,0,7,3
593,5,57,1,5,2
2725,9,99,1,8,8
4137,5,60,0,8,8
560,3,66,1,5,7
7406,6,85,1,4,0
8806,6,59,1,6,0
8386,6,49,1,4,0
243,4,62,1,4,6
7268,6,82,0,6,0
5435,2,91,1,4,7
4437,7,71,0,9,3
9684,6,81,0,7,3
8106,7,87,1,8,2
405,1,77,1,4,1
1442,6,52,1,7,5
261,3,48,0,5,1
4406,2,66,1,7,3
7633,2,83,1,6,2
9533,1,89,1,9,9
1689,6,58,1,9,0
9866,8,94,1,7,8
1725,4,81,0,6,4
8994,7,47,0,8,0
4930,9,64,1,4,8
5962,3,64,1,4,7
2496,2,60,1,9,4
9014,3,70,1,8,8
6904,6,79,1,4,2
6106,2,95,0,9,4
8200,3,88,0,9,8
340,3,68,0,7,2
2408,7,44,1,4,7
1601,5,99,0,7,5
9864,1,46,0,8,7
8359,1,57,0,7,2
5782,2,59,0,8,3
4576,5,86,1,8,2
7971,7,95,0,8,3
3725,7,63,0,6,5
2556,2,94,0,8,0
2785,2,83,1,9,2
1523,4,55,0,4,4
7717,5,46,1,7,8
2507,3,95,1,5,4
2831,1,80,0,4,8
1012,8,90,0,8,9
5280,8,78,0,8,1
4895,7,95,0,4,4
1766,3,76,0,5,7
4551,4,90,0,6,3
7121,6,43,1,7,4
6549,7,51,1,4,4
4037,7,41,0,6,5
8270,4,84,0,9,1
148,1,72,0,7,0
285,5,74,0,6,0
7800,8,58,1,7,4
9651,1,50,0,7,4
363,7,71,1,6,1
5367,1,91,0,8,1
9945,2,94,1,8,9
8410,1,83,1,4,6
9453,8,81,0,7,2
4725,6,93,1,5,9
7271,7,91,0,4,3
6770,3,55,0,9,0
4443,1,78,0,9,9
7446,1,49,1,8,5
236,9,56,1,8,2
7709,8,49,1,9,5
9585,8,44,0,8,9
2562,3,72,1,9,4
7123,1,87,0,9,1
8536,9,78,1,6,5
9602,4,72,1,9,2
5519,2,45,0,9,2
9613,9,43,1,8,3
3083,6,70,0,8,5
2959,4,90,0,5,9
2102,3,70,1,4,2
632,2,58,1,6,1
6813,1,50,0,8,6
2493,7,80,1,9,5
2665,4,62,1,8,7
8494,8,67,0,9,4
8425,1,96,1,4,2
9266,5,75,0,8,7
4211,4,75,0,5,0
3874,3,97,1,4,2
2817,5,65,0,5,4
8268,8,56,0,9,5
9815,6,97,1,7,8
7426,4,43,0,5,1
8602,5,77,1,4,5
8475,5,81,0,8,0
1735,1,96,1,7,9
7397,7,47,0,6,1
4255,1,65,0,4,5
8288,9,47,1,9,1
2475,9,46,0,9,9
9984,6,45,1,6,2
3713,3,63,0,8,6
8978,8,61,0,9,1
1804,5,55,0,7,9
707,7,51,1,8,5
9191,7,86,1,5,4
5189,8,59,1,6,7
5472,2,85,1,5,7
72,9,82,1,5,5
7843,6,71,0,5,0
5101,6,67,1,5,0
6764,6,43,1,9,3
1125,9,67,0,4,6
1241,4,63,0,9,9
8253,6,77,1,9,3
2349,8,54,1,9,6
6602,3,52,0,7,4
6780,7,59,1,6,6
4358,2,45,1,6,0
1343,6,41,1,4,7
9988,1,47,0,8,5
8679,9,95,1,7,2
9575,3,81,1,9,3
6652,8,59,0,8,7
1100,8,57,0,7,1
7327,7,89,0,9,4
7622,9,79,1,6,8
987,3,66,1,6,7
2852,5,53,1,6,4
630,2,55,0,9,4
1249,9,57,1,5,7
3179,2,53,0,4,2
482,8,95,0,7,8
3040,9,99,1,8,6
5010,8,75,1,8,2
8727,9,99,0,8,7
7000,3,51,0,5,7
3273,3,65,1,6,3
7227,7,93,1,5,4
3683,7,74,0,9,6
6674,3,61,1,8,6
6807,1,90,0,5,0
9738,2,63,1,5,3
1316,4,43,0,8,2
3225,6,91,1,7,3
1072,9,78,0,4,3
4815,4,91,0,6,0
8459,2,47,1,6,3
5752,8,93,1,9,6
9145,2,67,0,8,4
4616,7,91,0,5,1
3097,2,91,0,9,2
6869,8,47,0,6,2
1300,8,69,1,4,4
7285,3,98,0,9,6
6284,3,61,0,6,7
5495,9,79,0,7,4
5291,3,91,0,6,2
1798,3,77,0,5,4
5203,9,76,0,5,9
8227,1,60,1,5,3
5047,7,61,1,4,7
6441,3,46,0,4,1
8105,5,93,0,4,9
2359,6,79,1,7,9
9380,1,61,1,7,7
3654,4,64,1,9,4
7052,7,56,1,9,7
1286,8,94,1,5,7
9126,2,88,1,6,9
4445,9,57,0,8,9
2137,7,92,0,6,4
6787,8,93,0,4,6
9752,1,70,0,9,6
8510,8,79,1,6,0
9539,6,93,0,7,2
6894,6,72,1,4,9
8569,9,89,0,7,6
7151,1,95,0,8,3
963,7,85,1,5,3
6012,9,60,0,4,6
4882,1,62,0,6,0
140,1,87,0,8,5
9032,7,50,1,7,4
6936,3,65,0,8,0
6542,9,44,0,9,9
5243,1,56,1,6,4
4431,6,89,0,4,0
406,1,42,1,8,4
8212,2,61,1,5,3
8376,3,70,1,4,2
8627,1,87,0,8,2
8234,3,90,0,6,7
4399,3,98,1,9,1
5252,4,96,0,6,1
11,8,79,0,6,2
4760,5,83,1,4,4
1177,7,72,1,7,3
2863,1,77,1,6,9
6471,7,44,0,6,6
6228,8,49,0,9,0
2989,1,94,1,8,6
7117,2,51,0,6,1
7010,4,42,1,9,4
8557,9,87,1,8,9
1440,1,53,1,9,5
9747,1,50,1,4,1
2875,6,95,0,5,9
9098,1,89,0,9,7
8788,3,70,0,4,1
7232,7,94,1,9,0
3726,8,54,1,5,4
2772,6,73,0,9,9
454,4,85,1,5,9
8189,8,73,1,7,4
1367,2,63,1,6,7
3712,1,93,0,6,7
9852,3,77,0,6,0
1388,3,53,0,6,5
1000,8,81,0,5,2
7761,8,87,1,9,1
3553,1,41,1,8,0
4114,4,72,1,5,5
1667,3,47,0,9,2
3173,2,73,1,4,8
9397,9,53,0,5,1
488,6,40,1,4,0
3230,9,66,0,9,5
3828,6,58,1,7,0
8651,7,57,1,9,9
5208,2,65,0,8,4
7848,4,90,0,5,9
5704,6,71,1,7,7
9639,5,93,0,8,5
8133,1,85,1,4,4
703,6,76,1,8,1
5105,4,40,0,6,2
8893,7,84,1,4,8
3291,3,48,1,7,3
8125,9,94,0,9,5
9631,4,85,1,6,8
9021,5,63,1,7,9
4909,6,93,0,4,7
4440,7,71,0,5,5
986,7,55,0,4,7
9236,4,89,1,5,0
9883,4,84,1,8,1
7705,2,73,1,5,6
6257,8,69,0,9,1
6089,4,53,1,7,4
5238,1,72,1,8,1
1198,2,65,1,5,1
9070,4,40,0,8,7
7519,2,63,1,5,0
6812,2,81,0,8,7
8320,7,89,0,4,7
7175,7,54,0,5,8
4470,9,53,0,6,7
891,2,56,0,4,5
1969,7,41,1,6,8
5757,2,42,0,4,6
6527,4,94,1,6,6
6294,2,95,0,5,5
7595,8,88,0,7,2
3249,2,51,0,9,5
6570,9,49,1,8,9
6638,9,95,1,6,9
7351,4,54,0,4,8
9172,6,99,0,9,4
7473,8,78,1,7,6
9601,5,76,1,8,2
8673,7,62,0,7,2
1239,9,43,1,8,8
2289,2,44,1,4,8
2740,4,43,0,8,5
4585,3,82,0,4,1
1229,9,82,0,7,3
6980,2,88,0,9,8
5178,1,56,0,8,2
4293,7,57,0,9,3
1058,2,59,0,5,6
6262,7,94,0,7,6
281,5,77,0,7,4
968,3,62,0,7,6
3953,2,88,0,7,8
1939,3,97,0,5,7
8464,2,72,1,8,3
1274,9,43,1,9,8
619,7,79,0,5,4
8505,5,50,0,6,0
1742,6,92,0,4,2
1390,6,84,1,6,9
2203,2,49,0,4,8
3568,2,70,1,7,3
6116,7,94,1,6,6
9970,9,58,1,9,0
6052,1,60,1,8,2
3178,1,86,0,8,9
3192,6,96,0,4,9
6099,4,64,1,5,5
7029,9,77,0,7,0
575,9,45,0,5,9
6656,9,98,0,6,6
7115,5,54,0,8,5
8802,1,51,1,8,1
6276,1,40,1,6,5
8984,6,98,0,4,5
5897,2,74,0,6,6
5724,8,92,0,7,5
269,3,90,1,7,7
629,2,95,0,9,7
3081,6,72,1,4,2
3466,5,79,1,9,1
6430,5,51,1,7,3
9311,3,94,1,7,0
7062,3,83,0,5,5
9727,3,42,1,5,5
5543,2,88,0,9,8
4356,6,57,0,4,7
2113,5,96,0,7,7
8219,5,43,0,7,3
3216,5,57,1,8,7
3814,6,74,1,8,1
8321,4,66,1,4,8
8589,2,98,1,7,0
2278,6,59,1,4,5
4599,6,47,1,8,4
13,6,47,0,4,2
9225,5,64,1,4,3
1525,2,82,1,9,4
2365,9,83,1,8,2
4648,6,65,0,8,7
374,4,59,0,8,5
8521,4,56,1,5,8
6477,1,55,0,4,0
525,4,93,0,9,7
6895,9,95,0,5,8
3591,3,77,1,6,1
7904,4,58,1,7,2
2958,2,81,0,4,5
529,9,72,0,5,6
3714,3,87,1,4,4
4732,9,78,1,6,7
1394,9,99,0,6,8
5631,5,51,1,4,2
6563,5,44,1,5,3
4703,2,79,0,8,8
1712,9,52,0,9,8
9755,8,76,0,4,3
955,4,76,1,6,8
6675,2,57,1,4,5
3453,1,69,0,4,8
2071,2,55,1,6,5
9740,4,77,0,4,5
158,1,85,1,7,9
7005,8,49,1,8,0
352,7,98,1,5,7
6078,7,46,0,5,0
6236,7,43,0,4,4
2920,1,89,1,5,5
4644,1,62,0,5,5
661,4,77,0,7,8
7057,3,61,1,7,4
3665,5,53,1,8,4
7979,9,83,1,5,7
306,7,79,0,5,0
4790,3,99,0,5,1
2356,4,50,0,5,1
1927,2,86,0,7,7
9939,5,50,1,9,7
3427,9,59,0,6,7
3638,1,79,0,7,4
